21
# x y z
-15	0.657	0
-13.5	1.166	0
-12	1.608	0
-10.5	0.601	0
-9	0.393	0
-7.5	1.337	0
-6	1.405	0
-4.5	0.769	0
-3	0.681	0
-1.5	1.204	0
0	1.318	0
1.5	0.944	0
3	0.417	0
4.5	1.015	0
6	1.589	0
7.5	1.3	0
9	0.653	0
10.5	0.609	0
12	1.354	0
13.5	1.228	0
15	0.775	0
171
# a b m n err i ip iperr k r rhoa u valid 
4	5	13	14	8.83857436201131e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.97564888750116e+03	-3.29577289108741e-02	6.45373952447150e+01	-3.29577289108741e-02	1
5	6	14	15	1.53725105945535e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.79407326010903e+03	-1.69374999925639e-02	6.43609028205027e+01	-1.69374999925639e-02	1
6	7	15	16	5.82087184459920e-04	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.00623398718220e+03	-8.08676897403874e-03	6.47822515877604e+01	-8.08676897403874e-03	1
7	8	16	17	1.14297029783063e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.06823350519930e+03	-1.62685145306245e-02	6.54276511067657e+01	-1.62685145306245e-02	1
8	9	17	18	3.57787360348292e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.85936860711356e+03	-3.63657869956640e-02	6.78593292330183e+01	-3.63657869956640e-02	1
9	10	18	19	5.60784526368223e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.68659826888174e+03	-1.76492744228701e-02	6.54306633860005e+01	-1.76492744228701e-02	1
10	11	19	20	1.08305124317527e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.56348896710571e+03	-9.40126629143716e-03	6.23734055154257e+01	-9.40126629143716e-03	1
11	12	20	21	1.05380205203492e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.14603947951418e+03	-1.14381985621674e-02	5.94817042417472e+01	-1.14381985621674e-02	1
1	2	11	12	1.37766936795710e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.84581584972191e+03	-1.39575288986502e-02	8.04690599121418e+01	-1.39575288986502e-02	1
2	3	12	13	9.37825039915129e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.48005855031108e+03	-1.12425039459201e-02	7.21688587374862e+01	-1.12425039459201e-02	1
3	4	13	14	5.15035267208659e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.73652605693058e+03	-1.60483570704954e-02	6.02739458003293e+01	-1.60483570704954e-02	1
4	5	14	15	5.13785950912201e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.15096393207761e+03	-1.15826187451134e-02	5.99681845780355e+01	-1.15826187451134e-02	1
5	6	15	16	5.15047686306053e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.12004255400808e+03	-1.25124047045213e-02	6.43940049192779e+01	-1.25124047045213e-02	1
6	7	16	17	3.85273149065473e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.20468959979074e+03	-8.14165634020094e-03	6.93733786081349e+01	-8.14165634020094e-03	1
7	8	17	18	5.70890510693166e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.53262561953802e+03	-1.97889013026786e-02	7.03058708961294e+01	-1.97889013026786e-02	1
